adm4,local_datetime,subdistrict_name,t,hu,ws,wd,tcc,visibility,weather_desc_en,rain_level,sea_level,tide_height,flood
31.73.04.1009,2024-01-02 16:00:00,duri kosambi,24.57433755903281,66.64576829991928,10.194505401607914,S,42.339127637301296,11.06811061821077,Thunderstorm,4.019363529662799,3.446206424056295,3.3351594299415925,1
31.73.04.1008,2024-01-02 18:00:00,kapuk,25.693884821577647,80.73113282978848,5.783986164014891,W,26.46147640005638,5.145762114784529,Rain,2.5549085619647576,1.9033024976495836,1.963273977814311,0
31.73.08.1002,2024-01-02 20:00:00,duri selatan,28.31265754735613,57.90447901016741,-0.8347272682071942,W,74.06549458995437,9.79149241915234,Clear,1.665095473293808,0.529445042372805,0.3233893273070167,0
31.73.04.1011,2024-01-02 22:00:00,angke,21.390192241502326,107.47395179103856,13.486473993523768,NW,85.7425665383686,7.035999553643154,Clear,3.680976579596283,0.4373545602143631,0.7936660630082211,0
31.73.05.1006,2024-01-03 00:00:00,joglo,31.16373317913898,71.30883189418982,4.431268285815829,SW,78.00363512772434,5.928538052082243,Light Rain,6.205440552789475,0.9998647256660662,1.569048105614311,0
31.73.01.1006,2024-01-03 02:00:00,srengseng,22.04481508778483,74.88221498911601,15.83253370894218,NW,117.94369070193494,6.600617867460425,Cloudy,1.242584540466526,0.680682911280684,4.277769332775401,0
31.73.08.1006,2024-01-03 04:00:00,kedaung kali angke,28.71490024406888,98.56499484574944,30.61630642276127,W,42.97609311688332,10.097157755928873,Clear,0.0073312221160652,1.0942594932843168,3.117323675735874,0
31.73.08.1002,2024-01-03 06:00:00,kedoya utara,28.97910422746782,66.31498289317055,17.067489938816625,NW,69.86940891453982,5.395907276908087,Cloudy,4.18585441231338,1.3017467244869494,1.915839183952284,0
31.73.01.1004,2024-01-03 08:00:00,cengkareng timur,30.47480170948214,98.74668829977846,32.583627919639184,SE,24.632608042852844,5.526607811477048,Thunderstorm,6.76512409091222,1.2499147463288292,2.417053146025048,1
31.73.04.1008,2024-01-03 10:00:00,angke,28.81696426442179,68.83581152771536,6.867832502931893,E,49.67172584882448,0.427948563884887,Thunderstorm,1.8906148566512155,0.9405318828380604,2.5095572386344163,0
31.73.08.1001,2024-01-03 12:00:00,kedaung kali angke,34.70658464783614,84.42062542780869,4.29010638904856,W,17.10146061291769,5.357085317125261,Cloudy,1.669401889171968,0.4244829928758236,0.553681828167339,0
31.73.05.1006,2024-01-03 14:00:00,duri selatan,29.55473699033422,66.51628956817295,6.481672419505077,W,69.14737085602275,6.414022149109384,Light Rain,1.9434716253316664,1.6049784604924475,1.7083953030380274,0
31.73.01.1002,2024-01-03 16:00:00,krendang,31.949075524664156,55.245255390799606,14.78372455488132,N,45.64551083471726,3.7766005273327408,Light Rain,2.481522495988525,2.349086831073274,3.065274993223377,0
31.73.04.1009,2024-01-03 18:00:00,tanah sereal,26.86733370308621,80.72137436864948,38.84669149454081,NW,2.414602598373449,3.145620400418728,Light Rain,1.124344553409655,0.706773942139416,4.020106027391754,0
31.73.01.1005,2024-01-03 20:00:00,jembatan besi,29.28147245470313,83.96315700897026,1.0002881200769984,NW,37.26117630634676,0.978918154378828,Clear,2.2031306798840062,0.7106738146550599,2.0742725705203324,0
31.73.05.1006,2024-01-03 22:00:00,sukabumi selatan,33.361601831542494,55.822950122270925,20.69375120770956,NW,100.31369711400612,4.232858291476565,Rain,2.1401635386662266,0.9591019305546288,0.2140431907152258,0
31.73.01.1001,2024-01-04 00:00:00,srengseng,28.256439771867495,70.33812038234463,9.304362683097729,NE,65.13328205217573,9.3859545169241,Rain,2.028507342028969,2.4140813262039837,2.154482513054381,0
31.73.04.1004,2024-01-04 02:00:00,duri kosambi,29.485871529576496,92.03283648414047,13.414002216286422,NW,74.25894004632408,1.927893541893086,Light Rain,1.933548471650932,1.073704211401392,2.134301877366375,0
31.73.01.1003,2024-01-04 04:00:00,jembatan lima,31.741013312124977,83.3907319789187,4.487930940556376,W,57.88480332490869,7.761892997596986,Cloudy,1.7962714242379003,0.7676420750425283,2.520171778012583,0
31.73.01.1003,2024-01-04 06:00:00,meruya utara,26.813668229987645,69.06970793459016,22.93321787184955,N,50.07097904268032,7.993954349591425,Thunderstorm,2.469105995899297,2.464605399461284,1.9521839244299104,0
31.73.05.1004,2024-01-04 08:00:00,srengseng,22.75493581461648,66.15882923958472,14.966484272631012,SW,55.086870007782935,12.036408512595608,Heavy Rain,0.2099065041839514,1.58542667186282,3.736441779283015,0
31.73.01.1004,2024-01-04 10:00:00,meruya utara,29.666996043790583,102.78777540400142,24.73113534203257,SW,60.93516677012231,8.402457032983099,Thunderstorm,3.2705662276831244,0.0066216199414146,1.6869196473988706,0
31.73.01.1004,2024-01-04 12:00:00,kali anyar,31.763363222882305,53.93743461077074,16.85808944314594,NW,26.787741699954548,8.187232505493059,Thunderstorm,3.725890385163128,0.620551184469404,1.5263630726938586,0
31.73.04.1003,2024-01-04 14:00:00,meruya utara,25.071547437945256,73.90436601417898,-1.3257800278442904,N,74.10549890964819,6.679496768756487,Heavy Rain,0.78865306946197,0.3924210057331088,1.1317346274025053,0
31.73.04.1002,2024-01-04 16:00:00,srengseng,30.852722538349383,53.68183177213814,24.809582381857798,SE,83.23376997129216,5.7370631168474375,Light Rain,0.2471453676931028,0.8630046178984567,1.5730801291153018,0
31.73.01.1006,2024-01-04 18:00:00,kembangan selatan,30.8720148679826,93.67388789085904,-2.0281219174791776,SW,49.6885502354092,7.924211998764813,Thunderstorm,3.000984595205794,2.22352840599167,1.7965122333837384,0
31.73.01.1006,2024-01-04 20:00:00,kebon jeruk,22.43484273534897,74.65362889609304,-0.7930787221582971,W,41.38247367045474,8.942848690049956,Heavy Rain,2.138958792791449,0.4670716448870613,1.603660347968816,0
31.73.04.1002,2024-01-04 22:00:00,kelapa dua,26.258734875507624,77.31972178571776,7.429440612398099,E,35.81367799094583,6.1728757663266345,Clear,1.3724750064189142,0.7551426671300274,2.414012975261749,0
31.73.01.1006,2024-01-05 00:00:00,jembatan besi,27.804239206782448,114.59538981058344,7.5446364782735,NE,99.4512183251009,9.053792580441211,Cloudy,3.2822030403004674,1.11977613958049,1.08963189691292,0
31.73.04.1006,2024-01-05 02:00:00,jembatan besi,28.422500533065783,66.21714482420629,27.39430823472905,N,43.18310401832776,13.142002519706594,Cloudy,0.6784203067140095,0.9749351365113058,1.286450823893164,0
31.73.05.1006,2024-01-05 04:00:00,duri kosambi,26.81108101345877,99.9149143823294,13.868382623388584,SW,71.31312663799599,5.916901330691191,Cloudy,3.862746860096375,0.3915278856343355,2.08873031122259,0
31.73.04.1010,2024-01-05 06:00:00,pekojan,26.657038007676288,69.13421131251279,26.111466853572665,SW,49.86705465924432,5.9892016655829945,Light Rain,1.305936648914092,1.9851419511422757,1.799324824998103,0
31.73.04.1007,2024-01-05 08:00:00,kapuk,33.715944087607454,71.39630999362872,10.444035253511604,S,48.49166839300534,5.49820691805936,Thunderstorm,0.007686314621323,0.9032394656360052,0.1097983012044578,0
31.73.01.1001,2024-01-05 10:00:00,kedoya utara,28.628577942633143,112.7146119527966,18.087118949914277,SE,35.232529246819595,6.078454174501186,Thunderstorm,0.4109046333108066,0.800225085940162,2.104240312839119,0
31.73.08.1003,2024-01-05 12:00:00,meruya selatan,26.948601381531923,72.43833046420555,19.436933852093773,E,30.002610601492457,8.877091092628618,Rain,0.4788952925682435,1.3082853670945225,1.5141700893762713,0
31.73.08.1005,2024-01-05 14:00:00,kedoya selatan,28.8184264558084,54.98144906713759,21.353160652648945,E,73.51670297798165,5.95850913303885,Cloudy,2.2034832707922187,0.8057787284482095,2.391651602752474,0
31.73.04.1006,2024-01-05 16:00:00,krendang,30.47202535108009,78.81241716438282,11.33292786121034,E,29.427001343459423,6.220870361226722,Light Rain,2.926177992285512,0.5864604774934292,2.160863413701533,0
31.73.05.1001,2024-01-05 18:00:00,sukabumi utara,29.08378639559922,72.27075950970247,12.084418705644458,W,66.4586206342689,5.093495679017769,Heavy Rain,1.451132060550253,0.2881907914750765,1.851917515725649,0
31.73.04.1008,2024-01-05 20:00:00,jembatan lima,28.34785444751871,80.03795822984739,12.772499606807886,N,56.9952619567468,6.991278489223543,Light Rain,0.8703539532585312,2.787416630276924,1.4578641086947834,0
31.73.05.1003,2024-01-05 22:00:00,kali anyar,27.077361011206214,72.8338981573776,1.0840264850588106,SE,73.8402884347278,4.442119011717859,Thunderstorm,2.2734123670670066,1.6669341265966835,1.8046505956474723,0
31.73.05.1001,2024-01-06 00:00:00,kembangan utara,27.042719191556177,106.6337347280496,14.621454948634373,NW,39.171085268380736,2.5848147945106943,Cloudy,3.25215409410629,0.7239295001702519,1.807121038438375,0
31.73.04.1005,2024-01-06 02:00:00,meruya selatan,27.22665633072976,82.76652882791018,12.034106879362284,S,82.1731977624071,6.884956644110418,Rain,3.0118913379196077,2.050454018497463,3.0826026019778032,0
31.73.08.1004,2024-01-06 04:00:00,duri kosambi,29.90503267848456,59.28936163775617,20.352057723878627,SE,51.09809332681361,10.820017448733797,Clear,3.68789639955468,1.4505340067029888,5.12333556780357,0
31.73.01.1001,2024-01-06 06:00:00,sukabumi utara,26.093187884572387,76.54812386761176,16.13358923332387,SE,120.63242558934292,4.989976958060577,Light Rain,1.3523288062954184,1.0615087708901618,0.1353459723179433,0
31.73.01.1004,2024-01-06 08:00:00,srengseng,30.06075165542119,63.25092281205583,26.87957384864061,SW,13.620091366421748,3.05994241758648,Rain,2.9062470286302062,0.2051392680429643,1.7993904986528524,0
31.73.04.1001,2024-01-06 10:00:00,duri utara,32.976768861463256,71.19197819690167,15.950507674319038,SE,116.49123212649845,10.65625928737068,Thunderstorm,0.3680890281393831,0.3665850682844741,0.8058033593587518,0
31.73.04.1005,2024-01-06 12:00:00,cengkareng timur,29.867551076916968,61.65655806202379,10.493332241859854,N,51.47528352597979,5.851908726367197,Heavy Rain,2.5422013359857023,1.8074960423702973,0.2985215443168121,0
31.73.01.1002,2024-01-06 14:00:00,roa malaka,27.87928466893912,105.07368276675398,15.84356181788381,S,60.3593631597009,8.161487191092707,Light Rain,0.6783815349657568,1.634040355620671,2.485764348876011,0
31.73.05.1003,2024-01-06 16:00:00,kelapa dua,25.22401863348721,64.8083721852968,21.595700580073444,N,39.31520978143557,3.862103858616859,Clear,0.0289952764692258,0.0707422278216838,3.2846890762055927,0
31.73.01.1002,2024-01-06 18:00:00,kedoya utara,33.448924917386265,84.64891039217267,0.0414744078626636,S,14.772558501534895,5.75996174481298,Thunderstorm,2.0596943768017555,0.703604413284662,2.4542416981759185,0
31.73.04.1008,2024-01-06 20:00:00,tambora,25.590361065980485,70.10185092742633,9.172457292617423,S,41.24618924902158,9.332968404894023,Cloudy,1.958325277877888,1.5760580009451777,1.0681544932361402,0
31.73.08.1002,2024-01-06 22:00:00,tambora,31.362711475797123,58.08869063269381,9.354322666887873,SW,45.38610554475257,6.070822853717703,Light Rain,3.378779145584564,1.92294803923295,2.3522480000513832,0
31.73.04.1007,2024-01-07 00:00:00,meruya utara,30.76206708105367,77.59993433788297,18.89274661495933,N,59.341610846762606,6.102755555567903,Rain,0.883849669992802,1.4432730834327268,2.9444588838410417,0
31.73.01.1004,2024-01-07 02:00:00,roa malaka,28.25908926254746,80.52134278231793,19.896471686020256,S,83.21623561856033,1.9105737767220996,Light Rain,3.40887056447055,0.6645619184663341,2.2701912326228504,0
31.73.04.1002,2024-01-07 04:00:00,joglo,28.18413831335093,82.79373243429598,16.2192629026545,SE,59.543353190178216,7.756796548700611,Thunderstorm,1.8615154448137836,1.2199293005851133,2.1303090527704835,0
31.73.01.1004,2024-01-07 06:00:00,joglo,23.686737003724925,37.0272161299449,-6.046924507030751,N,59.98635195332605,3.71588248326833,Thunderstorm,3.6822394654480313,0.8615366236364519,1.312371961260838,0
31.73.05.1001,2024-01-07 08:00:00,kembangan selatan,29.88001223588906,56.988967011319055,1.0882918649941526,S,64.47016763714598,8.611437748286892,Rain,3.6622014683056863,1.337039849788593,0.0417328701907122,0
31.73.05.1006,2024-01-07 10:00:00,kedoya selatan,30.708902563343383,88.53357495919208,13.28342952098981,W,10.038812076084549,6.2547900283785625,Clear,3.11392972428665,2.216298350211864,2.799262604859788,0
31.73.01.1005,2024-01-07 12:00:00,sukabumi selatan,25.821810839111997,61.46711992261555,11.017532070195305,E,12.389941855138638,6.483019883345114,Thunderstorm,3.644728872627119,0.4031302582674481,3.53301424918601,0
31.73.05.1002,2024-01-07 14:00:00,cengkareng timur,28.49056647130189,77.67611601015417,15.391941706896336,N,16.601754684154713,7.719566627264108,Light Rain,3.7309763230715633,1.2560181203619092,0.237174293681363,0
31.73.04.1002,2024-01-07 16:00:00,pekojan,29.044425404930674,56.65546411876849,11.294331232840555,SW,45.193068480260685,6.698950191868091,Clear,0.832897887553653,0.9530181778202368,2.393578563477974,0
31.73.08.1003,2024-01-07 18:00:00,kedaung kali angke,30.60780476083517,85.28251819415908,28.564820589064546,W,7.067387743018408,10.149669988891231,Rain,1.4220975763146508,0.8197931968483222,0.4692120331480401,0
31.73.04.1001,2024-01-07 20:00:00,kapuk,28.9470304127717,88.15538040660806,-4.452854159896026,W,37.13983337683261,9.742692867521566,Thunderstorm,3.113089832133813,0.918443192913298,2.026108325100595,0
31.73.04.1004,2024-01-07 22:00:00,kali anyar,24.285516207052797,85.28696131568323,17.95749592172523,NE,19.8773521325498,2.607688342764229,Thunderstorm,1.829915267831186,2.084338993422765,0.2638874835673857,0
31.73.08.1004,2024-01-08 00:00:00,tambora,27.42073981769004,89.61271706942908,22.491945391485608,N,67.09970132985192,5.296291251388295,Light Rain,0.3625123588432795,1.4954888192013316,2.411604010676035,0
31.73.04.1005,2024-01-08 02:00:00,duri selatan,29.578497213786445,97.25776988959532,21.400397125434907,W,65.82600185426206,7.883968622667366,Thunderstorm,4.401983036114985,0.6462554649155897,1.978188348531062,0
31.73.05.1002,2024-01-08 04:00:00,kebon jeruk,31.34259785941844,57.86335825019753,22.14035075781267,N,47.041029647431735,3.313257291925444,Light Rain,2.1966140178088507,1.5517320349407884,2.468555753416825,0
31.73.08.1004,2024-01-08 06:00:00,cengkareng barat,27.16995534860835,63.40858672871998,23.38182361452155,N,6.34871406450516,1.7064188709708563,Cloudy,2.439225855916189,0.5823742696797579,2.248021899739641,0
31.73.08.1002,2024-01-08 08:00:00,angke,35.19198029267184,87.67012495681722,10.132789482189246,S,48.65669904763904,3.781849627554375,Clear,0.3656608054907324,0.4046561316555541,1.682570299854355,0
31.73.01.1006,2024-01-08 10:00:00,meruya utara,23.51870119479456,91.0179073448966,5.838955976180632,N,63.051902842154,5.438993770210514,Light Rain,3.632509901548419,0.8180881984928148,2.420908005774577,0
31.73.08.1006,2024-01-08 12:00:00,kebon jeruk,27.324192509096736,65.05357033711942,-2.215245642930837,NE,75.31825734868235,4.707347555850276,Heavy Rain,1.6788888158196569,1.4323273114670163,0.906533071572332,0
31.73.04.1009,2024-01-08 14:00:00,kembangan selatan,28.698711385846703,64.05297292661277,12.216055440847184,NW,99.30334095639869,2.8732115571926107,Thunderstorm,0.2124500438972048,0.8024604546328395,2.1599329140376664,0
31.73.05.1004,2024-01-08 16:00:00,tanah sereal,28.36209080733854,65.37197259806429,8.634894189343175,N,83.1490604314027,1.1656972902815754,Cloudy,2.487646502903214,1.8307347024437324,0.7752410511717672,0
31.73.08.1004,2024-01-08 18:00:00,rawa buaya,25.41270871953944,51.66176160125019,25.371151172503705,E,58.88298599765395,8.680730086234425,Clear,0.4298957477313647,1.3411527736435045,2.220552171890449,0
31.73.04.1009,2024-01-08 20:00:00,cengkareng barat,30.216864977198725,56.46285720435999,12.863747986629011,NE,47.43292916054889,8.127885288206087,Rain,0.8111283951927597,1.2396053997570484,1.2187758823432793,0
31.73.01.1005,2024-01-08 22:00:00,cengkareng barat,29.997339314045405,56.80987857287313,6.452412877558901,NW,35.78759588251316,6.450507321985524,Heavy Rain,3.582770593078762,0.6689200884530847,2.053572706184676,0
31.73.04.1005,2024-01-09 00:00:00,kedaung kali angke,29.073306123477323,70.52458870571564,5.087634196537721,S,89.1833497488025,5.991797049234773,Rain,3.875501887254457,1.4490621278699625,1.1013648468281445,0
31.73.01.1002,2024-01-09 02:00:00,meruya utara,29.88509908851345,78.65296365879995,32.510607870123124,N,58.92914190444316,7.134501873744905,Heavy Rain,2.543253865896004,2.275400390532225,1.1250556875321869,0
31.73.05.1006,2024-01-09 04:00:00,meruya selatan,27.724319885879808,80.99300097304459,15.154969737545688,NW,70.73377408277466,3.1700778723526897,Cloudy,1.3691555542741336,0.5891808398444418,1.1794954073327266,0
31.73.08.1002,2024-01-09 06:00:00,joglo,24.31112802799487,67.43884955810103,8.60061853673497,E,39.67319288227977,8.953607199684416,Clear,5.200468041178204,0.9104560735807884,0.1800079922712727,0
31.73.05.1004,2024-01-09 08:00:00,joglo,26.886844646336897,67.7924405582701,16.416165613722843,NE,23.117339679303218,5.97383781672537,Cloudy,5.134208958606664,2.1096799582011108,2.515739931621693,0
31.73.01.1006,2024-01-09 10:00:00,kembangan utara,29.38526993132279,76.53538593078548,31.717174910215967,NE,44.50446751684216,8.092227879233048,Cloudy,4.080298840072031,0.1117404812566783,1.510376532921907,0
31.73.08.1004,2024-01-09 12:00:00,sukabumi utara,29.401540635231303,53.23122793549037,11.982353536508557,S,46.98291080347844,7.986423971737325,Heavy Rain,2.1989660894019165,1.1377125804020078,0.1286465144337378,0
31.73.04.1001,2024-01-09 14:00:00,kedoya utara,29.054483046292816,88.56070833902163,21.275011698802647,S,59.569857926085895,7.107032529253212,Light Rain,1.786172775346642,0.4824682497271982,0.7871728706444246,0
31.73.04.1003,2024-01-09 16:00:00,duri selatan,30.50524668276185,93.25045347011196,25.585644600720546,S,35.92754073930725,6.53876556843025,Clear,2.458144860967727,0.8159413162649263,0.7186184457466672,0
31.73.04.1002,2024-01-09 18:00:00,srengseng,27.27430412576853,65.7551703342055,-0.978822981674858,NW,55.32580665601447,6.347426768890627,Rain,0.6063567573310966,0.3918019885822645,1.943967433405422,0
31.73.05.1002,2024-01-09 20:00:00,kedoya selatan,29.012452513224087,69.02336140454821,9.8356107692759,N,84.65552718059863,5.573069107311785,Light Rain,0.5516225597982141,1.820537517865754,1.1964357702951525,0
31.73.04.1001,2024-01-09 22:00:00,roa malaka,30.57211725978374,92.64509964006142,24.50356892059292,SE,12.124384682658343,6.975605255212651,Light Rain,0.471522551001309,1.1514190984122985,2.5666337973304114,0
31.73.04.1010,2024-01-10 00:00:00,kali anyar,28.693403335067,72.98563860274812,9.310075352725631,W,0.8289454858183234,6.264624340656408,Thunderstorm,2.7878770779859914,0.1280510376734143,0.0130192858848043,0
31.73.01.1004,2024-01-10 02:00:00,duri kepa,25.38073370974025,83.21989409286594,18.924121100644783,NE,86.39096868010401,4.483674902092472,Rain,2.088941942763745,1.3664203680238405,1.9855259928879447,0
31.73.01.1001,2024-01-10 04:00:00,kelapa dua,26.18667345791251,73.42801980362599,8.799323212970688,SE,17.45061625222197,7.301254111383978,Heavy Rain,0.2505663196249681,1.1974668191561355,1.8882704869850184,0
31.73.01.1006,2024-01-10 06:00:00,meruya selatan,31.312068613558058,97.14852409630052,11.500142426797288,SW,45.0201003859833,6.455481878497332,Thunderstorm,1.4817229135317265,0.478059631924745,0.9378309113941298,0
31.73.05.1002,2024-01-10 08:00:00,pekojan,32.918082252672235,81.80746861298574,10.448813868773788,NE,70.17237394792933,8.84287865195345,Thunderstorm,2.2996413293538835,2.609445438026468,1.7660352246770148,0
31.73.04.1008,2024-01-10 10:00:00,tambora,32.29700628495549,82.63588337338545,20.84053474721641,W,53.18355982968107,1.0837917770952252,Cloudy,0.4542237060993932,1.4446115749974404,1.4083818621912996,0
31.73.04.1003,2024-01-10 12:00:00,duri utara,29.60003054616391,82.9042335882069,17.08537966001848,S,52.82577985360815,5.827913381851981,Heavy Rain,0.8269162632744342,2.0655910172203718,2.936190964689468,0
31.73.05.1007,2024-01-10 14:00:00,kelapa dua,25.49566522375001,66.76905937726897,16.19882283626205,W,56.53251291003718,3.8725416802957406,Light Rain,5.678520601308047,0.9013614249792335,1.557742923026861,0
31.73.04.1005,2024-01-10 16:00:00,kapuk,28.91799212422035,68.09096580247751,36.987165776017314,N,118.77553872562756,4.405056841902942,Clear,6.09234168570846,0.2729253973005239,2.8497119702027707,0
31.73.04.1002,2024-01-10 18:00:00,kelapa dua,33.40359530820271,85.82415381692391,30.36049159754963,N,99.99592303114144,7.172886673379147,Light Rain,0.737843915682319,0.8333088906599553,2.477051631951776,0
31.73.04.1008,2024-01-10 20:00:00,kedoya utara,30.70479058177156,76.57497256832502,-1.754034962081514,NE,37.039642637143885,2.045535431080252,Light Rain,1.9297288181206247,0.2173121365519548,0.0751466507881981,0
31.73.04.1011,2024-01-10 22:00:00,cengkareng timur,28.342850325095288,57.81246910991375,11.518631489413943,NW,81.42882285324947,6.076893997295878,Cloudy,3.9595964267843575,2.111837534121664,1.35110877056274,0
31.73.01.1002,2024-01-11 00:00:00,sukabumi selatan,30.73377802499709,101.7066505020506,36.28780228950527,SW,67.55240158817404,5.813061626997302,Light Rain,2.261753854148764,0.6216330277124311,2.474622299770211,0
31.73.01.1001,2024-01-11 02:00:00,kembangan utara,25.30618002500349,88.82877896887003,10.386446097943336,W,54.19395836670725,3.0374774271265217,Rain,3.103954059531429,1.865832678878741,1.7533294119153469,0
31.73.01.1004,2024-01-11 04:00:00,joglo,26.94680635379992,75.29749813067573,33.36441325159944,S,31.591069572203995,6.1409592834413695,Light Rain,0.3773904945912443,0.0949276129626219,1.554127476801893,0
31.73.01.1004,2024-01-11 06:00:00,angke,25.835790685778537,70.82094871383275,11.66606943699886,N,66.17489419634246,3.778385002196866,Light Rain,0.4058617904391222,0.4991101057992653,1.6298468330493567,0
31.73.01.1004,2024-01-11 08:00:00,sukabumi utara,30.27894730955957,77.61470457003388,13.32601582664219,SW,46.90359815588228,11.380327441411904,Rain,1.144685895250436,0.6146968106367663,2.197992138957107,0
31.73.05.1007,2024-01-11 10:00:00,duri kepa,30.97821252143881,82.20228649557947,22.79886322765189,SW,45.033124740065766,8.822784614519666,Cloudy,1.9476859068680084,1.2112290032141495,0.9785056748428824,0
31.73.05.1003,2024-01-11 12:00:00,kedoya utara,28.49627267163078,45.5049849452587,14.567035354284402,N,35.17345817651214,5.907655425373081,Thunderstorm,0.1897109921253315,0.0540693494526673,1.102091142063017,0
31.73.01.1005,2024-01-11 14:00:00,kembangan utara,26.439916771082693,105.148949911312,19.61457486179876,E,80.1295545689492,4.625672837213688,Heavy Rain,4.126112805969512,0.3933943324947174,2.4827792327927574,0
31.73.04.1002,2024-01-11 16:00:00,cengkareng barat,28.879680395736663,63.391142839996405,28.93858603297402,W,35.15649578653553,7.029795983034664,Cloudy,1.7627860143609324,0.843588015215633,1.70906450792134,0
31.73.05.1007,2024-01-11 18:00:00,pekojan,27.54472643622443,74.72870601535804,21.89461546440005,SW,35.31151779462763,7.706552024555623,Light Rain,2.4037461058322265,0.0466057069278158,1.2372857190488256,0
31.73.08.1001,2024-01-11 20:00:00,angke,26.65941748587831,75.25779485143883,16.567120300342708,N,74.483991000016,6.388769992545562,Thunderstorm,1.8544709522370848,0.3808783793205537,1.498009420553616,0
31.73.01.1001,2024-01-11 22:00:00,kedaung kali angke,29.905544790285745,103.4871247715973,29.78938972727569,E,51.01820345505588,3.126885949538656,Heavy Rain,3.975051566163288,1.0535263889149489,2.0815952249679897,0
